Wall time,Step,Value
1717478721.269211,0,10.427451133728027
1717478727.987549,1,13.092156410217285
1717478734.7047093,2,15.929411888122559
1717478741.3864555,3,19.109804153442383
1717478748.1260347,4,21.78823471069336
1717478754.924107,5,25.10392189025879
1717478762.04467,6,28.821569442749023
1717478768.6546376,7,31.596078872680664
1717478775.5905895,8,34.749019622802734
1717478782.5229015,9,38.062744140625
1717478789.3861935,10,40.990196228027344
1717478795.9358926,11,43.70784378051758
1717478802.438387,12,46.088233947753906
1717478809.0493505,13,48.75882339477539
1717478815.48677,14,51.413726806640625
1717478821.9336476,15,53.733333587646484
1717478828.447122,16,56.688236236572266
1717478834.8342018,17,59.29019546508789
1717478841.3710926,18,61.462745666503906
1717478847.8966377,19,63.654903411865234
1717478854.5437198,20,65.7137222290039
1717478861.0809257,21,67.00980377197266
1717478867.581557,22,68.64117431640625
1717478874.1580696,23,70.47647094726562
1717478880.582873,24,71.49215698242188
1717478887.0427563,25,72.55490112304688
1717478893.5632904,26,73.47647094726562
1717478899.999086,27,74.38627624511719
1717478906.4907331,28,75.062744140625
1717478912.9904776,29,75.77059173583984
1717478919.5355697,30,76.5058822631836
1717478926.117848,31,76.81961059570312
1717478932.534972,32,77.24705505371094
1717478939.1250103,33,77.80980682373047
1717478945.54927,34,78.40196228027344
1717478951.986639,35,78.65293884277344
1717478958.4406261,36,79.07058715820312
1717478964.8146067,37,79.59803771972656
1717478971.6118572,38,79.95294189453125
1717478979.4217885,39,80.14117431640625
1717478986.8459032,40,80.36274719238281
1717478993.6670473,41,80.76078796386719
1717479000.4718554,42,80.8431396484375
1717479007.584084,43,81.07254791259766
1717479014.863797,44,81.5372543334961
1717479021.8411958,45,81.7196044921875
1717479029.401235,46,81.95098114013672
1717479036.3293958,47,82.29608154296875
1717479043.2987926,48,82.42353057861328
1717479050.9153905,49,82.62548828125
1717479057.9271505,50,82.77255249023438
1717479064.7819538,51,82.93921661376953
1717479071.6153913,52,83.06078338623047
1717479078.5107553,53,83.34117889404297
1717479085.2617333,54,83.17254638671875
1717479092.016462,55,83.57843017578125
1717479098.9924028,56,83.811767578125
1717479105.7808423,57,83.74313354492188
1717479112.7380552,58,84.01372528076172
1717479119.6849613,59,83.85294342041016
1717479126.5020533,60,84.17842864990234
1717479133.313336,61,84.2862777709961
1717479140.144001,62,84.74901580810547
1717479147.0029984,63,84.4686279296875
1717479154.2628124,64,84.72940826416016
1717479161.2709184,65,84.83333587646484
1717479168.5323286,66,84.97058868408203
1717479175.534453,67,85.10588073730469
1717479182.1619635,68,85.25882720947266
1717479189.2951965,69,85.09607696533203
1717479196.1914773,70,85.31568908691406
1717479203.5156279,71,85.59215545654297
1717479210.4432652,72,85.69019317626953
1717479217.2621274,73,85.7803955078125
1717479224.4090567,74,85.76274871826172
1717479231.4709806,75,86.04313659667969
1717479238.9521348,76,86.04509735107422
1717479245.7822242,77,86.20391845703125
1717479252.515819,78,86.22352600097656
1717479258.9789636,79,86.31372833251953
1717479265.4835792,80,86.57254791259766
1717479272.0914903,81,86.5
1717479278.7263856,82,86.66078186035156
1717479285.4058356,83,86.62548828125
1717479292.787109,84,86.7549057006836
1717479299.4650443,85,86.88431549072266
1717479306.8639288,86,86.80980682373047
1717479313.740023,87,87.07058715820312
1717479321.0820045,88,87.0999984741211
1717479327.9485016,89,87.21568298339844
1717479334.4493701,90,87.30784606933594
1717479340.8512776,91,87.41372680664062
1717479347.508317,92,87.3490219116211
1717479354.9094903,93,87.48823547363281
1717479361.380451,94,87.43921661376953
1717479367.7332416,95,87.60980224609375
1717479374.4260778,96,87.72744750976562
1717479381.6395018,97,87.88823699951172
1717479388.2781699,98,87.85686492919922
1717479394.8160343,99,87.97647094726562
