Wall time,Step,Value
1717483880.376064,0,0.5911910533905029
1717483888.1293426,1,0.19706757366657257
1717483895.9624908,2,0.13424713909626007
1717483903.7365882,3,0.10563851147890091
1717483911.1245213,4,0.09208549559116364
1717483918.1948578,5,0.08031978458166122
1717483925.5326307,6,0.06988374143838882
1717483932.7454846,7,0.0649392306804657
1717483940.010224,8,0.06031545251607895
1717483947.4948978,9,0.05352049693465233
1717483955.5034728,10,0.052128344774246216
1717483963.2482517,11,0.04644687473773956
1717483970.7565722,12,0.0453534796833992
1717483978.2448978,13,0.04181274399161339
1717483985.5098379,14,0.03972891345620155
1717483992.8190541,15,0.03930716589093208
1717484000.2745051,16,0.03529582545161247
1717484007.666788,17,0.03449118882417679
1717484015.1450007,18,0.033380597829818726
1717484022.6272552,19,0.030570847913622856
1717484029.9748623,20,0.03168424218893051
1717484037.3625329,21,0.028522657230496407
1717484044.709172,22,0.027899112552404404
1717484052.0069907,23,0.02736867591738701
1717484059.33338,24,0.026736116036772728
1717484066.7599766,25,0.02574976161122322
1717484074.360419,26,0.023967066779732704
1717484081.682657,27,0.023007502779364586
1717484089.010309,28,0.022309137508273125
1717484096.3334417,29,0.02288058213889599
1717484103.596462,30,0.02107752487063408
1717484110.7705219,31,0.020513221621513367
1717484117.9693952,32,0.019475456327199936
1717484125.115995,33,0.01885063759982586
1717484132.2649708,34,0.017929423600435257
1717484139.446709,35,0.0179931428283453
1717484146.6700077,36,0.01766071654856205
1717484153.8748093,37,0.016677256673574448
1717484161.2121732,38,0.016287604346871376
1717484168.4768283,39,0.01758730784058571
1717484175.6552038,40,0.015225245617330074
1717484182.854795,41,0.01526587549597025
1717484190.1167495,42,0.015089483000338078
1717484197.2775824,43,0.013685805723071098
1717484204.5126843,44,0.014509127475321293
1717484211.7448428,45,0.014209656976163387
1717484218.9190862,46,0.013478022068738937
1717484226.2126577,47,0.014009244740009308
1717484233.504731,48,0.013161972165107727
1717484240.7108972,49,0.012475176714360714
1717484247.930372,50,0.01201118715107441
1717484255.09026,51,0.012618412263691425
1717484262.1784444,52,0.012544526718556881
1717484269.3257408,53,0.012202318757772446
1717484276.5534492,54,0.011833648197352886
1717484283.76069,55,0.011917917989194393
1717484290.9700418,56,0.01127066183835268
1717484298.4809563,57,0.011373168788850307
1717484305.7422078,58,0.011068165302276611
1717484312.9717162,59,0.010573183186352253
1717484320.3092241,60,0.011072003282606602
1717484327.6723266,61,0.01113574206829071
1717484334.9095716,62,0.010234992951154709
1717484342.1868484,63,0.010361031629145145
1717484349.5482345,64,0.010167489759624004
1717484356.8114588,65,0.00964417215436697
1717484364.0658832,66,0.0087826456874609
1717484371.2996893,67,0.009325570426881313
1717484378.500805,68,0.010202815756201744
1717484385.714076,69,0.009166081435978413
1717484392.8691661,70,0.010130435228347778
1717484399.980462,71,0.009346810169517994
1717484407.1422405,72,0.009044727310538292
1717484414.441626,73,0.009855161421000957
1717484421.777492,74,0.008830246515572071
1717484429.0910609,75,0.008034925907850266
1717484436.4427085,76,0.008670734241604805
1717484443.6921449,77,0.00948052667081356
1717484450.9060202,78,0.008047825656831264
1717484458.1592257,79,0.007215845864266157
1717484465.772286,80,0.008854197338223457
1717484473.188155,81,0.007503122091293335
1717484480.5368702,82,0.008387944661080837
1717484487.7837956,83,0.008687915280461311
1717484495.0148993,84,0.007707397919148207
1717484502.4093697,85,0.00813981145620346
1717484509.682974,86,0.007533734198659658
1717484516.8736222,87,0.00815538875758648
1717484523.9220073,88,0.006976631004363298
1717484531.033185,89,0.007240022532641888
1717484538.1716335,90,0.0077347345650196075
1717484545.3153386,91,0.007591840345412493
1717484552.4152455,92,0.006769102532416582
1717484559.4632564,93,0.006942483130842447
1717484566.5764992,94,0.0071507650427520275
1717484573.80874,95,0.006641901098191738
1717484580.8209257,96,0.006995854899287224
1717484587.858092,97,0.007250275928527117
1717484594.877737,98,0.0063966973684728146
1717484601.8897839,99,0.007106326054781675
