Wall time,Step,Value
1717483878.4864945,0,83.188232421875
1717483885.145717,1,90.55882263183594
1717483892.0253794,2,91.99607849121094
1717483898.7158484,3,93.17058563232422
1717483905.2256346,4,93.9941177368164
1717483911.7196345,5,94.45882415771484
1717483918.2511072,6,94.9941177368164
1717483924.756482,7,95.62352752685547
1717483931.2256691,8,95.92353057861328
1717483937.6825447,9,96.2137222290039
1717483944.0326626,10,96.48431396484375
1717483950.7427957,11,96.7549057006836
1717483957.476869,12,96.91764831542969
1717483964.1754644,13,97.04313659667969
1717483970.6417596,14,97.26078796386719
1717483977.161441,15,97.47058868408203
1717483983.5217228,16,97.55490112304688
1717483989.972965,17,97.61764526367188
1717483996.3832686,18,97.75294494628906
1717484002.8536499,19,97.86470794677734
1717484009.3621185,20,97.93333435058594
1717484015.9156651,21,98.04509735107422
1717484022.5221002,22,98.15293884277344
1717484029.0891786,23,98.2549057006836
1717484035.5190964,24,98.3058853149414
1717484041.974681,25,98.3490219116211
1717484048.4047472,26,98.4686279296875
1717484054.9114618,27,98.45882415771484
1717484061.4735708,28,98.55294036865234
1717484068.1270237,29,98.6568603515625
1717484074.7691224,30,98.66666412353516
1717484081.2327783,31,98.67058563232422
1717484087.6898963,32,98.8058853149414
1717484093.96927,33,98.78431701660156
1717484100.349066,34,98.9117660522461
1717484106.7513952,35,98.98235321044922
1717484113.0494976,36,98.94902038574219
1717484119.4121907,37,98.98823547363281
1717484125.8035667,38,99.01568603515625
1717484132.1369689,39,99.05097961425781
1717484138.5167077,40,99.10784149169922
1717484144.8591523,41,99.13725280761719
1717484151.1962411,42,99.17058563232422
1717484157.6169705,43,99.1941146850586
1717484163.9449239,44,99.24705505371094
1717484170.340117,45,99.24705505371094
1717484176.7813876,46,99.25686645507812
1717484183.156391,47,99.33529663085938
1717484189.6568773,48,99.35294342041016
1717484196.0472581,49,99.33529663085938
1717484202.4137387,50,99.37647247314453
1717484208.795825,51,99.38627624511719
1717484215.1361449,52,99.4000015258789
1717484221.4007134,53,99.44509887695312
1717484227.7688913,54,99.48431396484375
1717484234.0952115,55,99.46470642089844
1717484240.4999137,56,99.4941177368164
1717484246.9235194,57,99.4745101928711
1717484253.2600474,58,99.49607849121094
1717484259.6862125,59,99.54509735107422
1717484266.086722,60,99.54705810546875
1717484272.4412506,61,99.50392150878906
1717484278.8189669,62,99.55490112304688
1717484285.199394,63,99.56666564941406
1717484291.5325434,64,99.56078338623047
1717484298.134204,65,99.63921356201172
1717484304.555987,66,99.6509780883789
1717484310.919703,67,99.62744903564453
1717484317.412854,68,99.64705657958984
1717484324.0532289,69,99.68038940429688
1717484330.4180937,70,99.61568450927734
1717484336.924787,71,99.67058563232422
1717484343.338117,72,99.72940826416016
1717484349.7342346,73,99.69215393066406
1717484356.2636466,74,99.68038940429688
1717484362.6134837,75,99.70391845703125
1717484368.909486,76,99.73136901855469
1717484375.2893047,77,99.68627166748047
1717484381.6230772,78,99.75294494628906
1717484387.9636497,79,99.72156524658203
1717484394.3711448,80,99.74901580810547
1717484400.7160058,81,99.74117279052734
1717484407.1793458,82,99.73725128173828
1717484413.631398,83,99.77059173583984
1717484420.0985444,84,99.76470947265625
1717484426.4611442,85,99.76667022705078
1717484432.892683,86,99.80196380615234
1717484439.249043,87,99.78235626220703
1717484445.6055624,88,99.80196380615234
1717484451.9899733,89,99.7803955078125
1717484458.4035614,90,99.79412078857422
1717484465.3359149,91,99.79216003417969
1717484471.8359697,92,99.811767578125
1717484478.163876,93,99.79019927978516
1717484484.5027351,94,99.80784606933594
1717484490.8381102,95,99.79412078857422
1717484497.1390977,96,99.81372833251953
1717484503.5293436,97,99.80196380615234
1717484509.8598988,98,99.8372573852539
1717484516.3075037,99,99.83137512207031
