Wall time,Step,Value
1717478719.065579,0,17.503921508789062
1717478724.867345,1,29.700000762939453
1717478730.7089033,2,39.445098876953125
1717478736.4639587,3,46.639217376708984
1717478742.201719,4,51.509803771972656
1717478748.0954566,5,55.39019775390625
1717478753.9250567,6,58.85097885131836
1717478760.0589051,7,61.11372375488281
1717478766.037789,8,63.18235397338867
1717478772.0255024,9,65.21568298339844
1717478778.058859,10,66.65882110595703
1717478784.120922,11,67.8490219116211
1717478789.900847,12,69.29019927978516
1717478795.514641,13,69.87059020996094
1717478801.2116706,14,70.73921203613281
1717478806.8085399,15,71.70195770263672
1717478812.440352,16,72.06470489501953
1717478818.1974974,17,72.86274719238281
1717478823.8138463,18,73.40980529785156
1717478829.4934096,19,74.31568908691406
1717478835.0677133,20,74.60391998291016
1717478840.8140218,21,75.29804229736328
1717478846.5109239,22,75.65882110595703
1717478852.2655628,23,76.30196380615234
1717478857.9896257,24,76.53529357910156
1717478863.679279,25,77.06470489501953
1717478869.4029799,26,77.32353210449219
1717478875.0488148,27,77.72940826416016
1717478880.8810105,28,78.37059020996094
1717478886.6061785,29,78.54509735107422
1717478892.3419743,30,79.16862487792969
1717478898.0980225,31,79.2137222290039
1717478903.7379153,32,79.4686279296875
1717478909.4575007,33,79.6941146850586
1717478915.1205585,34,80.03921508789062
1717478920.8009112,35,80.18627166748047
1717478926.4656777,36,80.32157135009766
1717478932.1439543,37,80.68627166748047
1717478937.8717768,38,81.01372528076172
1717478943.5126917,39,81.12548828125
1717478949.2161212,40,81.16862487792969
1717478954.8242702,41,81.43333435058594
1717478960.5908341,42,81.54509735107422
1717478966.2957532,43,81.61764526367188
1717478972.196437,44,81.82157135009766
1717478979.089036,45,82.02156829833984
1717478985.6415734,46,82.11764526367188
1717478991.4652078,47,82.311767578125
1717478997.4180758,48,82.62156677246094
1717479003.3506606,49,82.53921508789062
1717479009.9266293,50,82.67058563232422
1717479016.161469,51,82.89411926269531
1717479022.4028032,52,82.85294342041016
1717479029.0982847,53,83.08235168457031
1717479035.0120335,54,83.29216003417969
1717479040.9914994,55,83.22744750976562
1717479047.3713648,56,83.49803924560547
1717479053.6864185,57,83.59803771972656
1717479059.685756,58,83.61372375488281
1717479065.6117291,59,83.8686294555664
1717479071.610893,60,83.98235321044922
1717479077.686803,61,83.87647247314453
1717479083.5637727,62,84.2450942993164
1717479089.5680933,63,84.25882720947266
1717479095.613861,64,84.25686645507812
1717479101.6020532,65,84.2862777709961
1717479107.5307899,66,84.54117584228516
1717479113.5119624,67,84.42941284179688
1717479119.63268,68,84.58235168457031
1717479125.5924726,69,84.6627426147461
1717479131.5945532,70,84.64901733398438
1717479137.5674317,71,84.74313354492188
1717479143.527471,72,84.87451171875
1717479149.8424346,73,84.81568908691406
1717479156.0376327,74,84.97843170166016
1717479162.1726785,75,85.12156677246094
1717479168.4962518,76,85.08235168457031
1717479174.5196557,77,85.19999694824219
1717479180.3219433,78,85.25686645507812
1717479186.3751845,79,85.3490219116211
1717479192.450651,80,85.40196228027344
1717479198.581935,81,85.39804077148438
1717479205.0000772,82,85.38823699951172
1717479211.0572276,83,85.72940826416016
1717479217.1274533,84,85.64509582519531
1717479223.2846923,85,85.51568603515625
1717479229.595506,86,85.9313735961914
1717479236.020696,87,85.93333435058594
1717479241.965575,88,85.87255096435547
1717479248.0147042,89,85.8490219116211
1717479253.7331827,90,85.98431396484375
1717479259.515554,91,85.96666717529297
1717479265.342766,92,86.04705810546875
1717479271.2046165,93,86.11568450927734
1717479277.172203,94,86.22352600097656
1717479282.9808002,95,86.22156524658203
1717479288.9658926,96,86.38235473632812
1717479295.3694456,97,86.32745361328125
1717479301.2937794,98,86.35882568359375
1717479307.6212912,99,86.47254943847656
